
炼金丹配方
主药三尾风叶-1&430 药引血菩提-1&350 辅药天剑笋-1&370 花费1150 炼金收益110 6丹 易筋丹
主药天蝉灵叶-1&400 药引伏龙参-1&320 辅药剑心竹-1&360 花费1080 炼金收益0 6丹 素心真丸
主药天蝉灵叶-1&400 药引蛇涎果-1&320 辅药剑心竹-1&360 花费1080 炼金收益0 6丹 素心真丸
主药天蝉灵叶-1&400 药引红绫草-1&320 辅药剑心竹-1&360 花费1080 炼金收益0 6丹 素心真丸
主药天蝉灵叶-1&400 药引菩提花-1&320 辅药剑心竹-1&360 花费1080 炼金收益0 6丹 素心真丸
主药天蝉灵叶-1&400 药引白沉脂-1&310 辅药伴妖草-1&370 花费1080 炼金收益0 6丹 素心真丸
主药天蝉灵叶-1&400 药引风灵花-1&310 辅药伴妖草-1&370 花费1080 炼金收益0 6丹 素心真丸
主药天蝉灵叶-1&400 药引九叶芝-1&310 辅药伴妖草-1&370 花费1080 炼金收益0 6丹 素心真丸
主药地心火芝-1&430 药引渊血冥花-1&300 辅药月灵花-1&350 花费1080 炼金收益0 6丹 素心真丸
主药天蝉灵叶-1&400 药引流莹草-1&320 辅药剑心竹-1&360 花费1080 炼金收益0 6丹 素心真丸
主药天蝉灵叶-1&400 药引宁心草-1&310 辅药伴妖草-1&370 花费1080 炼金收益0 6丹 素心真丸
主药天蝉灵叶-1&400 药引五柳根-1&320 辅药剑心竹-1&360 花费1080 炼金收益0 6丹 素心真丸
主药鸡冠草-1&310 药引天灵果-1&280 辅药鸡冠草-1&310 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引火精枣-1&320 辅药银精芝-1&270 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引苦曼藤-1&300 辅药玉髓芝-1&290 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引龙葵-1&320 辅药银精芝-1&270 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引凝血草-1&320 辅药血莲精-1&290 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引枫香脂-1&300 辅药血莲精-1&290 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引流莹草-1&320 辅药血莲精-1&290 花费900 炼金收益0 6丹 养气丹
主药银精芝-1&270 药引冰灵果-1&320 辅药鸡冠草-1&310 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引地黄参-1&320 辅药银精芝-1&270 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引地黄参-1&320 辅药血莲精-1&290 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引苦曼藤-1&300 辅药鸡冠草-1&310 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引伏龙参-1&320 辅药血莲精-1&290 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引枫香脂-1&300 辅药玉髓芝-1&290 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引凝血草-1&320 辅药银精芝-1&270 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引凝血草-1&320 辅药玉髓芝-1&290 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引恒心草-1&320 辅药玉髓芝-1&290 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引苦曼藤-1&300 辅药血莲精-1&290 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引恒心草-1&320 辅药银精芝-1&270 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引地黄参-1&320 辅药玉髓芝-1&290 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引菩提花-1&320 辅药玉髓芝-1&290 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引五柳根-1&320 辅药血莲精-1&290 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引乌稠木-1&320 辅药银精芝-1&270 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引乌稠木-1&320 辅药玉髓芝-1&290 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引菩提花-1&320 辅药银精芝-1&270 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引菩提花-1&320 辅药血莲精-1&290 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引渊血冥花-1&300 辅药鸡冠草-1&310 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引乌稠木-1&320 辅药血莲精-1&290 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引枫香脂-1&300 辅药鸡冠草-1&310 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引恒心草-1&320 辅药血莲精-1&290 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引五柳根-1&320 辅药玉髓芝-1&290 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引流莹草-1&320 辅药玉髓芝-1&290 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引五柳根-1&320 辅药银精芝-1&270 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引龙葵-1&320 辅药血莲精-1&290 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引红绫草-1&320 辅药血莲精-1&290 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引红绫草-1&320 辅药银精芝-1&270 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引流莹草-1&320 辅药银精芝-1&270 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引蛇涎果-1&320 辅药玉髓芝-1&290 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引渊血冥花-1&300 辅药玉髓芝-1&290 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引龙葵-1&320 辅药玉髓芝-1&290 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引天问花-1&280 辅药鸡冠草-1&310 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引伏龙参-1&320 辅药玉髓芝-1&290 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引伏龙参-1&320 辅药银精芝-1&270 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引火精枣-1&320 辅药玉髓芝-1&290 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引蛇涎果-1&320 辅药血莲精-1&290 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引渊血冥花-1&300 辅药血莲精-1&290 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引红绫草-1&320 辅药玉髓芝-1&290 花费900 炼金收益0 6丹 养气丹
主药鸡冠草-1&310 药引蛇涎果-1&320 辅药银精芝-1&270 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引火精枣-1&320 辅药血莲精-1&290 花费900 炼金收益0 6丹 养气丹
主药血莲精-1&290 药引苦曼藤-1&300 辅药石龙芮-1&310 花费900 炼金收益0 6丹 化煞魔丸
主药玉髓芝-1&290 药引玉髓芝-1&290 辅药冰灵果-1&320 花费900 炼金收益0 6丹 化煞魔丸
主药血莲精-1&290 药引天灵果-1&280 辅药玉龙参-1&330 花费900 炼金收益0 6丹 化煞魔丸
主药鸡冠草-1&310 药引天问花-1&280 辅药石龙芮-1&310 花费900 炼金收益0 6丹 化煞魔丸
主药鸡冠草-1&310 药引轻灵草-1&270 辅药冰灵果-1&320 花费900 炼金收益0 6丹 化煞魔丸
主药血莲精-1&290 药引枫香脂-1&300 辅药石龙芮-1&310 花费900 炼金收益0 6丹 化煞魔丸
主药鸡冠草-1&310 药引天灵果-1&280 辅药锦地罗-1&310 花费900 炼金收益0 6丹 化煞魔丸
主药血莲精-1&290 药引苦曼藤-1&300 辅药锦地罗-1&310 花费900 炼金收益0 6丹 化煞魔丸
主药血莲精-1&290 药引天问花-1&280 辅药玉龙参-1&330 花费900 炼金收益0 6丹 化煞魔丸
主药银精芝-1&270 药引冰灵果-1&320 辅药锦地罗-1&310 花费900 炼金收益0 6丹 化煞魔丸
主药银精芝-1&270 药引雪凝花-1&310 辅药冰灵果-1&320 花费900 炼金收益0 6丹 化煞魔丸
主药鸡冠草-1&310 药引天灵果-1&280 辅药石龙芮-1&310 花费900 炼金收益0 6丹 化煞魔丸
主药血莲精-1&290 药引渊血冥花-1&300 辅药锦地罗-1&310 花费900 炼金收益0 6丹 化煞魔丸
主药银精芝-1&270 药引冰灵果-1&320 辅药石龙芮-1&310 花费900 炼金收益0 6丹 化煞魔丸
主药鸡冠草-1&310 药引天问花-1&280 辅药锦地罗-1&310 花费900 炼金收益0 6丹 化煞魔丸
主药血莲精-1&290 药引枫香脂-1&300 辅药锦地罗-1&310 花费900 炼金收益0 6丹 化煞魔丸
主药鸡冠草-1&310 药引灯心草-1&270 辅药冰灵果-1&320 花费900 炼金收益0 6丹 化煞魔丸
主药血莲精-1&290 药引渊血冥花-1&300 辅药石龙芮-1&310 花费900 炼金收益0 6丹 化煞魔丸
主药血莲精-1&290 药引炼魂珠-1&290 辅药冰灵果-1&320 花费900 炼金收益0 6丹 化煞魔丸
主药血莲精-1&290 药引血莲精-1&290 辅药冰灵果-1&320 花费900 炼金收益0 6丹 化煞魔丸
主药幻心草-1&240 药引幻心草-1&240 辅药幻心草-1&240 花费720 炼金收益0 6丹 洗髓丹
